hgnc_symbol,role
PCDH12,val
PCED1B,val
PCGF1,train
PCGF2,train
PCGF3,train
PCGF5,train
PCGF6,train
PCIF1,train
PCK1,train
PCK2,train
PCLAF,train
PCM1,train
PCMT1,val
PCMTD1,train
PCMTD2,train
PCNP,challenge
PCNT,val
PCNX1,train
PCNX2,train
PCNX3,train
PCNX4,train
PCOLCE,val
PCP2,challenge
PCP4L1,calibration
PCSK1N,train
PCSK5,val
PCSK6,train
PCSK7,challenge
PCTP,train
PCYOX1,train
PCYOX1L,train
PCYT1A,train
PCYT2,val
PDAP1,val
PDCD1,train
PDCD10,train
PDCD1LG2,train
PDCD2,train
PDCD2L,train
PDCD4,train
PDCD5,train
PDCD6,challenge
PDCD6IP,challenge
PDCL,train
PDCL3,train
PDE12,val
PDE1B,val
PDE3B,challenge
PDE4A,calibration
PDE4B,calibration
PDE4D,calibration
PDE4DIP,train
PDE5A,challenge
PDE6B,challenge
PDE6C,train
PDE6D,train
PDE6G,train
PDE7A,train
PDE7B,train
PDE8A,train
PDE9A,train
PDF,train
PDGFA,val
PDGFB,val
PDGFD,challenge
PDGFRB,train
PDHA1,val
PDHB,train
PDHX,train
PDIA3,train
PDIA4,train
PDIA5,challenge
PDIA6,train
PDIK1L,challenge
PDK1,val
PDK2,val
PDK3,val
PDK4,val
PDLIM1,challenge
PDLIM2,train
PDLIM5,train
PDLIM7,train
PDP1,train
PDP2,train
PDPK1,challenge
PDPR,train
PDS5A,calibration
PDS5B,calibration
PDSS1,train
PDSS2,calibration
PDX1,train
PDXDC1,train
PDXK,train
PDXP,train
PDZD11,train
PDZD2,train
PDZD4,challenge
PDZD8,train
PDZK1IP1,val
PEA15,val
PEAK1,train
PEAK3,challenge
PEAR1,val
PEBP1,train
PECAM1,train
PECR,challenge
PEDS1,train
PEDS1-UBE2V1,val
PEF1,challenge
PEG3,challenge
PELI1,train
PELI2,train
PELI3,train
PELO,train
PEMT,train
PEPD,val
PER1,train
PER2,train
PER3,train
PERP,train
PET100,val
PET117,val
PEX1,val
PEX10,train
PEX11A,train
PEX11B,challenge
PEX11G,train
PEX12,train
PEX13,challenge
PEX14,train
PEX16,challenge
PEX19,challenge
PEX2,train
PEX26,val
PEX3,challenge
PEX39,train
PEX5,train
PEX5L,train
PEX6,val
PEX7,val
PF4,train
PF4V1,train
PFAS,train
PFDN1,train
PFDN4,train
PFDN5,train
PFDN6,train
PFKFB1,val
PFKFB2,val
PFKFB3,val
PFKFB4,val
PFKL,train
PFKM,train
PFKP,train
PFN2,train
PGAM1,train
PGAM5,challenge
PGAP1,train
PGAP2,train
PGAP3,val
PGAP6,val
PGBD1,train
PGBD2,train
PGBD4,train
PGC,challenge
PGCKA1,train
PGD,train
PGGHG,train
PGGT1B,train
PGK1,challenge
PGLS,train
PGLYRP1,train
PGM1,train
PGM2,train
PGM2L1,val
PGP,challenge
PGR,train
PGRMC1,val
PGRMC2,val
PGS1,challenge
PHACTR1,train
PHACTR2,train
PHACTR4,train
PHAF1,challenge
PHC1,train
PHC2,train
PHC3,train
PHETA1,challenge
PHEX,challenge
PHF1,train
PHF10,challenge
PHF11,train
PHF12,train
PHF13,val
PHF14,train
PHF19,train
PHF2,train
PHF20,train
PHF20L1,train
PHF21A,train
PHF23,challenge
PHF3,challenge
PHF6,train
PHF7,challenge
PHF8,train
PHGDH,train
PHGR1,train
PHIP,train
PHKA1,train
PHKA2,train
PHKB,train
PHKG2,challenge
PHLDA1,train
PHLDA2,challenge
PHLDA3,challenge
PHLDB1,challenge
PHLDB2,train
PHLPP1,challenge
PHLPP2,train
PHOSPHO1,train
PHOSPHO2,challenge
PHOX2A,train
PHOX2B,challenge
PHPT1,challenge
PHRF1,train
PHTF1,train
PHTF2,train
PHYH,challenge
PHYHD1,calibration
PHYKPL,val
PI16,challenge
PI4K2A,challenge
PI4K2B,challenge
PI4KB,train
PIANP,train
PIAS1,calibration
PIAS2,calibration
PIAS3,calibration
PIAS4,train
PIBF1,train
PICALM,train
PICK1,val
PIDD1,train
PIEZO1,challenge
PIF1,train
PIGA,train
PIGB,val
PIGBOS1,train
PIGC,train
PIGF,train
PIGG,val
PIGH,train
PIGK,train
PIGL,train
PIGM,train
PIGN,challenge
PIGO,challenge
PIGP,train
PIGQ,train
PIGR,val
PIGS,train
PIGT,train
PIGU,train
PIGV,challenge
PIGW,challenge
PIGX,train
PIGY,train
PIH1D1,train
PIK3AP1,train
PIK3C2A,train
PIK3C2B,challenge
PIK3C3,val
PIK3CA,train
PIK3CB,train
PIK3CD,train
PIK3CG,train
PIK3IP1,train
PIK3R1,train
PIK3R2,train
PIK3R4,val
PIK3R5,train
PIK3R6,train
PIKFYVE,train
PILRA,train
PILRB,train
PIM1,challenge
PIM2,challenge
PIM3,challenge
PIMREG,train
PIN1,challenge
PIN4,train
PINK1,challenge
PIP,train
PIP4K2A,challenge
PIP4K2B,challenge
PIP4K2C,challenge
PIP4P1,calibration
PIP4P2,val
PIP5K1A,challenge
PIP5K1B,challenge
PIP5K1C,challenge
PIR,val
PISD,train
PITHD1,train
PITPNA,challenge
PITPNB,challenge
PITPNC1,train
PITPNM1,train
PITPNM2,train
PITRM1,calibration
PITX1,train
PITX2,calibration
PITX3,challenge
PIWIL4,train
PJA1,train
PJA2,train
PJVK,val
PKD1,challenge
PKD2,train
PKIA,challenge
PKIG,train
PKM,val
PKN1,val
PKN2,train
PKN3,val
PKNOX1,train
PKNOX2,train
PKP2,train
PKP4,challenge
PLA2G10,train
PLA2G12A,val
PLA2G15,train
PLA2G2A,train
PLA2G4A,val
PLA2G4C,train
PLA2G6,calibration
PLA2G7,challenge
PLAA,train
PLAAT3,train
PLAAT4,train
PLAC8,challenge
PLAC9,challenge
PLAG1,train
PLAGL1,challenge
PLAGL2,train
PLAT,train
PLAUR,challenge
PLB1,train
PLBD1,train
PLBD2,train
PLCB1,val
PLCB2,val
PLCB3,val
PLCE1,calibration
PLCG1,train
PLCG2,train
PLCH2,train
PLCL1,train
PLCL2,val
PLCXD1,train
PLCXD2,challenge
PLD2,train
PLD4,train
PLD6,train
PLEC,train
PLEK,train
PLEK2,train
PLEKHA1,train
PLEKHA2,val
PLEKHA3,train
PLEKHA4,train
PLEKHA5,train
PLEKHA7,challenge
PLEKHA8,calibration
PLEKHB1,val
PLEKHB2,val
PLEKHF1,train
PLEKHF2,train
PLEKHG1,val
PLEKHG2,train
PLEKHG3,val
PLEKHG4,train
PLEKHH2,train
PLEKHJ1,train
PLEKHM1,calibration
PLEKHM2,calibration
PLEKHM3,val
PLEKHO1,val
PLEKHO2,challenge
PLGRKT,train
PLIN2,train
PLIN3,train
PLIN4,challenge
PLK2,train
PLK3,challenge
PLK4,val
PLLP,challenge
PLOD1,challenge
PLOD3,train
PLP2,train
PLPBP,val
PLPP1,train
PLPP5,train
PLPP6,train
PLS1,train
PLSCR1,train
PLTP,train
PLVAP,train
PLXDC1,train
PLXDC2,train
PLXNA3,challenge
PLXNA4,train
PLXNB2,val
PLXNC1,train
PLXND1,val
PM20D1,train
PM20D2,train
PMAIP1,train
PMCH,train
PMEL,challenge
PMEPA1,val
PML,train
PMM1,challenge
PMM2,train
PMP22,train
PMPCB,train
PMS1,challenge
PMS2,challenge
PMVK,train
PNKP,train
PNMA1,train
PNMA3,train
PNMA5,train
PNMT,train
PNP,train
PNPLA2,train
PNPLA4,challenge
PNPLA6,train
PNPLA7,train
PNPLA8,train
PNPO,challenge
PNPT1,challenge
PNRC1,train
PNRC2,challenge
POC1A,train
POC1B,train
POC5,train
PODXL,val
PODXL2,train
POFUT1,train
POFUT2,train
POFUT3,train
POFUT4,train
POGK,train
POGLUT1,val
POGLUT2,train
POGLUT3,train
POGZ,train
POLB,train
POLD4,train
POLDIP2,train
POLDIP3,val
POLE3,train
POLE4,train
POLG,val
POLG2,challenge
POLH,train
POLI,train
POLK,train
POLL,train
POLM,challenge
POLQ,challenge
POLR1E,train
POLR2J2,train
POLR2K,train
POLR2L,train
POLR2M,train
POLR3E,train
POLR3G,challenge
POLR3GL,challenge
POLR3H,train
POLRMT,train
POM121,val
POM121C,challenge
POMC,train
POMGNT1,challenge
POMGNT2,challenge
POMK,train
POMT1,train
POMT2,train
POMZP3,train
PON2,challenge
POP4,train
POP7,train
POPDC2,train
POR,train
PORCN,train
POU1F1,train
POU2AF1,val
POU2F2,train
POU2F3,train
POU3F1,train
POU3F2,train
POU3F3,train
POU3F4,train
POU4F1,train
POU4F2,train
POU4F3,train
POU5F1,train
POU5F1B,train
POU6F1,challenge
POU6F2,challenge
PP2D1,train
PPA1,train
PPA2,train
PPARA,challenge
PPARD,challenge
PPARG,challenge
PPARGC1B,train
PPAT,train
PPBP,val
PPCDC,train
PPCS,train
PPDPF,train
PPFIA1,challenge
PPFIA4,challenge
PPFIBP1,train
PPFIBP2,train
PPHLN1,train
PPIA,train
PPIB,train
PPID,train
PPIF,train
PPIG,train
PPIH,train
PPIL1,train
PPIL3,train
PPIL4,calibration
PPIP5K1,train
PPIP5K2,train
PPM1A,train
PPM1B,train
PPM1D,train
PPM1F,challenge
PPM1G,challenge
PPM1K,train
PPM1L,train
PPM1M,train
PPM1N,train
PPME1,challenge
PPOX,val
PPP1CA,train
PPP1CB,train
PPP1CC,train
PPP1R10,train
PPP1R11,train
PPP1R12A,val
PPP1R12B,challenge
PPP1R12C,train
PPP1R13B,train
PPP1R13L,train
PPP1R14A,calibration
PPP1R14B,train
PPP1R14C,train
PPP1R15A,train
PPP1R15B,train
PPP1R16A,challenge
PPP1R16B,calibration
PPP1R18,val
PPP1R1A,train
PPP1R2,train
PPP1R21,challenge
PPP1R35,train
PPP1R37,train
PPP1R3B,val
PPP1R3D,challenge
PPP1R3E,calibration
PPP1R3F,val
PPP1R7,train
PPP1R8,train
PPP1R9B,challenge
PPP2CB,train
PPP2R1A,challenge
PPP2R1B,challenge
PPP2R2A,challenge
PPP2R2B,train
PPP2R3B,challenge
PPP2R3C,train
PPP2R5A,calibration
PPP2R5B,calibration
PPP2R5C,calibration
PPP2R5D,calibration
PPP2R5E,calibration
PPP3CA,train
PPP3CB,train
PPP3CC,train
PPP3R1,train
PPP4C,train
PPP4R1,challenge
PPP4R2,train
PPP4R3A,val
PPP4R3B,val
PPP4R4,train
PPP5C,train
PPP6C,train
PPP6R1,train
PPP6R2,train
PPP6R3,train
PPRC1,train
PPT1,val
PPT2,challenge
PPTC7,train
PQBP1,train
PRADC1,challenge
PRAF2,challenge
PRAG1,train
PRAM1,train
PRAP1,train
PRB1,train
PRB2,train
PRB3,train
PRB4,challenge
PRCC,val
PRCP,train
PRDM11,train
PRDM12,challenge
PRDM13,challenge
PRDM14,train
PRDM15,train
PRDM16,challenge
PRDM4,val
PRDM5,train
PRDM6,calibration
PRDM9,train
PRDX1,challenge
PRDX2,challenge
PRDX3,val
PRDX4,challenge
PRDX5,val
PRDX6,train
PRELID1,challenge
PRELID2,challenge
PREP,train
PREPL,train
PREX1,train
PRF1,train
PRG4,train
PRH1,train
PRH2,train
PRICKLE3,train
PRIMPOL,train
PRKAA1,train
PRKAB1,train
PRKAB2,train
PRKACA,train
PRKACB,train
PRKAG1,train
PRKAG2,val
PRKAR1A,train
PRKAR1B,train
PRKAR2A,train
PRKAR2B,train
PRKCA,train
PRKCB,train
PRKCD,train
PRKCE,train
PRKCH,train
PRKCI,train
PRKCQ,train
PRKCSH,challenge
PRKCZ,challenge
PRKD2,train
PRKD3,train
PRKDC,train
PRKG2,train
PRKN,train
PRKRA,train
PRKRIP1,train
PRKX,train
PRMT2,challenge
PRMT2IP,train
PRMT3,train
PRMT5,challenge
PRMT6,val
PRMT7,challenge
PRMT9,val
PRNP,train
PROCA1,challenge
PROCR,train
PROK2,train
PROP1,train
PRORP,val
PROSER1,calibration
PROSER3,train
PROX1,train
PROX2,train
PROZ,train
PRPF38B,train
PRPF39,train
PRPF40A,train
PRPF40B,val
PRPS1,challenge
PRPS2,challenge
PRPSAP1,val
PRPSAP2,val
PRR11,challenge
PRR12,train
PRR13,challenge
PRR14,train
PRR14L,train
PRR15L,val
PRR22,train
PRR27,challenge
PRR29,train
PRR3,train
PRR34,val
PRR4,val
PRR5,train
PRR5L,train
PRR7,train
PRRC1,train
PRRC2A,train
PRRC2C,train
PRRT1,train
PRRT2,train
PRRT3,train
PRRX1,calibration
PRRX2,train
PRSS21,train
PRSS23,challenge
PRSS3,calibration
PRSS53,calibration
PRTFDC1,challenge
PRTN3,calibration
PRUNE1,train
PRX,train
PRXL2A,train
PRXL2B,train
PRXL2C,train
PSAP,train
PSAT1,train
PSD,train
PSD4,train
PSEN1,train
PSEN2,train
PSENEN,train
PSIP1,calibration
PSKH1,val
PSMA8,train
PSMB10,train
PSMB5,train
PSMB6,train
PSMB7,train
PSMB8,train
PSMB9,train
PSMC1,train
PSMC3IP,train
PSMC5,train
PSMD10,train
PSMD4,train
PSMD5,train
PSMD9,train
PSME1,train
PSME2,train
PSME3,train
PSME3IP1,train
PSME4,train
PSMF1,val
PSMG2,challenge
PSPC1,train
PSRC1,challenge
PSTPIP1,val
PSTPIP2,val
PTAFR,train
PTAR1,val
PTBP1,challenge
PTBP2,challenge
PTBP3,challenge
PTCD2,challenge
PTCH1,train
PTCRA,challenge
PTDSS1,val
PTDSS2,train
PTEN,train
PTER,train
PTF1A,train
PTGDR,train
PTGDR2,train
PTGDS,val
PTGER2,train
PTGER3,train
PTGER4,train
PTGES2,train
PTGES3,train
PTGFRN,train
PTGIR,train
PTGIS,challenge
PTGR1,train
PTGR2,train
PTGR3,val
PTGS1,train
PTGS2,train
PTK2,train
PTK2B,train
PTK6,train
PTMA,challenge
PTMS,challenge
PTOV1,challenge
PTP4A1,train
PTP4A2,train
PTP4A3,train
PTPA,train
PTPDC1,train
PTPMT1,train
PTPN1,train
PTPN11,train
PTPN12,train
PTPN13,train
PTPN14,train
PTPN18,challenge
PTPN2,challenge
PTPN22,train
PTPN4,challenge
PTPN6,train
PTPN7,challenge
PTPN9,train
PTPRA,challenge
PTPRC,train
PTPRCAP,challenge
PTPRE,challenge
PTPRF,val
PTPRJ,train
PTPRK,train
PTPRM,train
PTPRN2,calibration
PTRH1,train
PTRH2,train
PTRHD1,val
PTS,train
PTTG1IP,train
PUDP,challenge
PUF60,calibration
PUM1,challenge
PUM2,challenge
PUM3,train
PURA,train
PURB,train
PURG,val
PUS1,val
PUS10,train
PUS3,challenge
PUS7,challenge
PUS7L,train
PUSL1,train
PVR,val
PVRIG,challenge
PWP1,train
PWP2,train
PWWP2A,train
PWWP2B,train
PXK,train
PXMP4,train
PXN,challenge
PXYLP1,challenge
PYCARD,challenge
PYCR1,train
PYCR2,train
PYCR3,train
PYGB,challenge
PYGL,challenge
PYGM,challenge
PYGO2,challenge
PYHIN1,challenge
PYM1,challenge
PYROXD1,challenge
PYROXD2,challenge
PYURF,train
PZP,train
QDPR,train
QKI,train
QNG1,train
QPCT,train
QPCTL,val
QPRT,train
QRICH1,train
QRICH2,val
QRSL1,val
QSER1,train
QSOX1,challenge
QSOX2,train
QTGAL,train
QTMAN,train
QTRT1,train
QTRT2,train
R3HCC1,train
R3HCC1L,train
R3HDM1,train
R3HDM2,train
R3HDM4,train
RAB10,train
RAB11A,train
RAB11B,train
RAB11FIP1,train
RAB11FIP2,train
RAB11FIP3,train
RAB11FIP4,val
RAB11FIP5,challenge
RAB12,val
RAB13,train
RAB14,train
RAB15,train
RAB18,train
RAB19,train
RAB1A,train
RAB1B,train
RAB20,challenge
RAB21,train
RAB22A,train
RAB23,val
RAB24,train
RAB27A,train
RAB27B,train
RAB28,train
RAB29,train
RAB2A,val
RAB2B,train
RAB30,train
RAB31,train
RAB32,train
RAB33A,train
RAB33B,train
RAB34,train
RAB35,train
RAB36,val
RAB37,val
RAB39B,train
RAB3A,train
RAB3B,train
RAB3D,train
RAB3GAP1,train
RAB3GAP2,val
RAB3IP,challenge
RAB40B,challenge
RAB40C,train
RAB41,train
RAB43,train
RAB4A,train
RAB5A,train
RAB5B,train
RAB5C,train
RAB5IF,train
RAB6B,train
RAB7A,train
RAB8A,train
RAB8B,train
RAB9A,train
RAB9B,train
RABAC1,train
RABEP1,train
RABEP2,challenge
RABEPK,challenge
RABGAP1,train
RABGAP1L,train
RABGEF1,train
RABGGTB,train
RABIF,challenge
RABL2A,train
RABL2B,train
RABL3,val
RABL6,train
RAC1,train
RAC2,train
RAC3,train
RAD1,train
RAD18,train
RAD21,calibration
RAD23A,train
RAD23B,train
RAD50,train
RAD51AP1,challenge
RAD51B,train
RAD51D,train
RAD52,train
RAD54B,val
RAD54L,challenge
RAD54L2,calibration
RADX,train
RAF1,train
RAG1,train
RAI1,train
RAI14,train
RAI2,train
RALA,train
RALB,train
RALBP1,train
RALGAPA1,train
RALGAPA2,train
RALGAPB,train
RALGDS,challenge
RALGPS1,calibration
RALGPS2,calibration
RALY,train
RAMAC,calibration
RAMP1,challenge
RAMP3,challenge
RANBP1,train
RANBP10,challenge
RANBP2,train
RANBP3,train
RANBP6,challenge
RANBP9,challenge
RANGRF,train
RAP1A,train
RAP1B,train
RAP1GAP2,train
RAP1GDS1,val
RAP2A,val
RAP2B,train
RAP2C,val
RAPGEF2,train
RAPGEF6,train
RAPGEFL1,train
RAPH1,challenge
RARA,challenge
RARB,challenge
RARG,challenge
RARRES2,train
RARS1,val
RARS2,train
RASA1,train
RASA2,val
RASA3,val
RASA4,train
RASA4B,train
RASAL1,train
RASAL3,train
RASD1,train
RASD2,train
RASGEF1A,challenge
RASGEF1B,train
RASGRF2,train
RASGRP1,train
RASGRP2,val
RASGRP3,train
RASGRP4,val
RASL11A,train
RASSF1,val
RASSF2,train
RASSF3,train
RASSF4,train
RASSF5,challenge
RASSF6,train
RASSF7,train
RASSF8,train
RAVER1,train
RAVER2,challenge
RAX,train
RAX2,train
RB1,train
RB1CC1,val
RBAK,calibration
RBBP7,train
RBBP9,calibration
RBCK1,challenge
RBFA,train
RBIS,val
RBKS,train
RBL1,challenge
RBL2,challenge
RBM10,train
RBM11,train
RBM12,val
RBM12B,train
RBM15,train
RBM15B,train
RBM17,calibration
RBM18,train
RBM23,train
RBM24,train
RBM26,train
RBM27,train
RBM3,train
RBM33,challenge
RBM34,train
RBM38,train
RBM41,calibration
RBM43,challenge
RBM45,train
RBM47,train
RBM4B,challenge
RBM5,train
RBM6,calibration
RBM7,train
RBM8A,train
RBMS1,train
RBMS2,challenge
RBMS3,train
RBMX2,train
RBMXL1,train
RBP2,train
RBP5,val
RBPJ,train
RBPJL,calibration
RBPMS,train
RBSN,train
RC3H1,challenge
RC3H2,challenge
RCAN1,train
RCAN2,val
RCAN3,train
RCBTB1,train
RCBTB2,train
RCC1L,train
RCC2,train
RCCD1,train
RCE1,train
RCHY1,train
RCN1,train
RCN2,train
RCN3,train
RCOR1,train
RCOR3,calibration
RCSD1,train
RDH10,challenge
RDH11,challenge
RDH13,challenge
RDH14,challenge
RDM1,calibration
RDX,train
REC8,train
RECK,train
RECQL,val
RECQL5,val
REEP2,train
REEP3,train
REEP4,train
REEP5,train
REEP6,train
REG3A,train
REG4,train
REL,train
RELA,train
RELB,train
RELCH,train
RELL1,val
RELL2,val
RELT,train
RENBP,train
REPIN1,train
REPS1,val
RER1,train
RERE,train
RESF1,calibration
REST,train
RETN,train
RETREG1,challenge
RETREG2,val
RETREG3,challenge
RETSAT,train
REV3L,train
REX1BD,challenge
REXO1,train
REXO2,train
REXO4,train
REXO5,train
RFC1,train
RFESD,train
RFFL,calibration
RFK,train
RFNG,train
RFPL2,train
RFT1,train
RFTN1,train
RFWD3,train
RFX1,train
RFX2,train
RFX3,train
RFX4,challenge
RFX5,train
RFX6,train
RFX7,train
RFX8,train
RFXANK,challenge
RFXAP,train
RGCC,train
RGL1,train
RGL2,train
RGL4,train
RGMB,train
RGPD2,train
RGPD5,train
RGPD6,train
RGPD8,train
RGS1,challenge
RGS10,challenge
RGS12,challenge
RGS14,challenge
RGS16,calibration
RGS17,challenge
RGS18,challenge
RGS19,challenge
RGS2,train
RGS3,train
RGS5,train
RGS6,train
RGS9,train
RHBDD1,challenge
RHBDD2,train
RHBDD3,challenge
RHBDF2,val
RHBDL1,train
RHEB,train
RHEBL1,train
RHNO1,train
RHOA,train
RHOB,train
RHOBTB1,train
RHOBTB2,train
RHOBTB3,train
RHOC,train
RHOF,val
RHOG,train
RHOH,challenge
RHOQ,train
RHOT1,train
RHOT2,challenge
RHOU,train
RHOXF1,train
RHOXF2,train
RHPN1,challenge
RIBC2,val
RIC3,train
RIC8A,train
RIC8B,train
RICTOR,train
RIDA,challenge
RIF1,train
RIGI,challenge
RILP,train
RILPL1,train
RILPL2,train
RIMKLA,train
RIMKLB,train
RIMOC1,challenge
RIMS3,val
RIN1,val
RIN3,train
RING1,train
RINL,train
RIOK1,train
RIOK3,train
RIOX1,train
RIOX2,train
RIPK1,challenge
RIPK2,train
RIPK3,challenge
RIPOR1,challenge
RIT1,val
RITA1,train
RLF,train
RLIG1,train
RLIM,val
RLN2,train
RMC1,train
RMDN1,val
RMDN2,train
RMDN3,train
RMI1,train
RMI2,train
RMND1,train
RMND5A,challenge
RMND5B,train
RMP24,challenge
RNASE1,train
RNASE6,train
RNASEH1,train
RNASEH2A,challenge
RNASEH2B,train
RNASEH2C,train
RNASEK,train
RNASEL,val
RNASET2,train
RND1,challenge
RND3,challenge
RNF10,train
RNF103,challenge
RNF11,train
RNF111,train
RNF114,train
RNF115,train
RNF121,train
RNF122,train
RNF123,train
RNF125,val
RNF126,train
RNF13,train
RNF130,train
RNF135,train
RNF138,train
RNF139,val
RNF14,challenge
RNF141,train
RNF144A,train
RNF144B,challenge
RNF145,val
RNF146,val
RNF149,train
RNF157,train
RNF166,train
RNF167,train
RNF168,challenge
RNF169,train
RNF170,train
RNF175,val
RNF181,train
RNF185,train
RNF187,train
RNF19A,calibration
RNF19B,train
RNF2,train
RNF20,train
RNF207,train
RNF208,train
RNF212,val
RNF213,train
RNF214,train
RNF215,challenge
RNF216,train
RNF24,train
RNF25,train
RNF26,train
RNF31,challenge
RNF32,train
RNF34,train
RNF38,challenge
RNF39,challenge
RNF40,train
RNF41,val
RNF43,train
RNF44,challenge
RNF5,train
RNF6,val
RNF7,train
RNF8,challenge
RNFT1,val
RNFT2,val
RNH1,challenge
RNLS,train
RNMT,train
RNPC3,val
RNPEP,train
RNPEPL1,train
RO60,train
ROBO3,val
ROCK1,train
ROCK2,train
ROGDI,train
ROMO1,val
ROPN1L,val
RORB,calibration
RORC,train
RP2,train
RP9,calibration
RPAIN,train
RPE,train
RPGR,challenge
RPGRIP1L,train
RPH3AL,challenge
RPIA,train
RPL22,train
RPL22L1,train
RPL23A,challenge
RPL26L1,train
RPL28,val
RPL29,val
RPL36A-HNRNPH2,train
RPL36AL,train
RPL39L,train
RPL41,train
RPL7L1,train
RPLP0,train
RPLP2,val
RPN1,train
RPP14,train
RPP25,train
RPP25L,train
RPRD1A,val
RPRD1B,val
RPRD2,train
RPS16,train
RPS18,train
RPS19,challenge
RPS2,train
RPS21,challenge
RPS23,challenge
RPS25,train
RPS26,challenge
RPS27L,train
RPS4Y1,val
RPS6KA1,train
RPS6KA2,train
RPS6KA3,calibration
RPS6KA4,train
RPS6KA5,train
RPS6KB1,challenge
RPS6KB2,challenge
RPS6KC1,train
RPS6KL1,train
RPTOR,train
RPUSD1,train
RPUSD2,val
RPUSD3,train
RPUSD4,train
RRAD,train
RRAGA,train
RRAGB,train
RRAGC,train
RRAGD,train
RRAS,val
RRAS2,val
RRBP1,challenge
RREB1,train
RRM2B,train
RRP1B,val
RRP8,val
RRP9,val
RSAD1,train
RSAD2,train
RSBN1,train
RSBN1L,challenge
RSF1,train
RSKR,challenge
RSPH3,train
RSPH4A,train
RSPRY1,train
RSRC1,val
RSRC2,train
RSRP1,train
RSU1,train
RTCA,train
RTEL1,train
RTF2,val
RTKN2,train
RTL5,val
RTL6,train
RTL8A,challenge
RTL8C,challenge
RTN3,calibration
RTN4,train
RTN4IP1,train
RTP4,train
RTRAF,challenge
RTTN,train
RUBCN,train
RUFY1,train
RUFY2,challenge
RUFY3,train
RUNDC1,train
RUNX1,train
RUNX2,challenge
RUNX3,train
RUSC1,train
RUSF1,train
RWDD1,val
RWDD2A,train
RWDD2B,calibration
RWDD3,train
RWDD4,val
RXRA,challenge
RXRB,challenge
RXRG,challenge
RXYLT1,calibration
RYBP,train
RYK,train
RYR1,train
RYR2,train
RYR3,train
S100A1,train
S100A10,train
S100A11,train
S100A12,val
S100A13,train
S100A14,challenge
S100A16,train
S100A2,train
S100A4,train
S100A5,val
S100A6,train
S100A8,val
S100A9,val
S100B,train
S100P,train
S100PBP,train
S100Z,train
S1PR1,train
S1PR2,train
S1PR4,challenge
S1PR5,train
SAA1,val
SAA2,val
SAAL1,train
SAC3D1,train
SACK1D,train
SACK1F,train
SACK1G,train
SACK1H,train
SACM1L,val
SAFB,train
SAFB2,train
SALL1,train
SALL2,train
SALL3,train
SALL4,train
SAMD1,train
SAMD10,train
SAMD12,val
SAMD3,train
SAMD4A,train
SAMD4B,train
SAMD8,train
SAMD9,train
SAMD9L,train
SAMHD1,train
SAMSN1,train
SAMTOR,challenge
SANBR,train
SAP130,train
SAP30,train
SAP30L,train
SAPCD1,challenge
SAPCD2,train
SAR1A,val
SAR1B,val
SARAF,train
SARDH,train
SARM1,train
SARNP,challenge
SARS2,calibration
SASH1,train
SASH3,train
SAT1,val
SAT2,train
SATB1,challenge
SATB2,challenge
SATL1,train
SAV1,challenge
SAXO2,challenge
SAXO4,train
SAXO5,train
SAXO6,challenge
SAYSD1,train
SBDS,challenge
SBF1,challenge
SBF2,challenge
SBK1,train
SBNO1,val
SC5D,train
SCAF1,train
SCAF11,train
SCAF4,train
SCAF8,train
SCAI,train
SCAMP1,train
SCAMP2,train
SCAMP3,train
SCAMP4,train
SCAND1,train
SCAND3,train
SCAP,val
SCAPER,train
SCARB1,challenge
SCARB2,train
SCARF1,train
SCCPDH,train
SCD,val
SCD5,val
SCFD2,train
SCGB1A1,train
SCGB2B2,challenge
SCGB3A1,val
SCGB3A2,val
SCIMP,train
SCLT1,train
SCLY,train
SCMH1,train
SCML1,val
SCML2,train
SCML4,train
SCN8A,val
SCNM1,train
SCNN1D,train
SCO1,train
SCO2,train
SCOC,train
SCP2,challenge
SCPEP1,val
SCRG1,train
SCRIB,train
SCRN1,challenge
SCRN2,calibration
SCRN3,challenge
SCRT1,challenge
SCRT2,challenge
SCX,val
SCYL1,val
SCYL2,train
SCYL3,calibration
SDC4,challenge
SDCBP,train
SDCBP2,val
SDCCAG8,train
SDF2L1,train
SDF4,train
SDHA,calibration
SDHAF1,train
SDHAF2,challenge
SDHAF3,train
SDHAF4,train
SDHD,train
SDK2,challenge
SDR39U1,train
SDR42E1,train
SDR42E2,train
SEBOX,train
SEC11A,challenge
SEC11C,challenge
SEC14L1,train
SEC14L2,train
SEC14L5,challenge
SEC16A,train
SEC22A,train
SEC22B,train
SEC22C,train
SEC23A,train
SEC23B,challenge
SEC23IP,val
SEC24A,train
SEC24B,val
SEC24C,train
SEC24D,train
SEC31A,val
SEC31B,val
SEC61A2,val
SEC61B,train
SEC62,train
SEC63,val
SECISBP2,train
SECISBP2L,train
SECTM1,train
SEH1L,train
SEL1L,train
SEL1L3,val
SELENBP1,train
SELENOF,challenge
SELENOH,challenge
SELENOI,train
SELENOK,train
SELENOM,challenge
SELENON,train
SELENOO,train
SELENOS,train
SELENOT,val
SELENOW,train
SELL,val
SELPLG,train
SEM1,train
SEMA3E,train
SEMA3G,train
SEMA4A,val
SEMA4B,train
SEMA4C,train
SEMA4F,train
SEMA5A,val
SEMA6A,val
SEMA6C,val
SEMA7A,train
SENP1,train
SENP2,train
